gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,NumServices,AutoPaymentFlag,PremiumCustomerFlag,TotalCharges_log,CustomerLifetimeCategory_Loyal,CustomerLifetimeCategory_Medium,CustomerLifetimeCategory_New,MonthlyChargeCategory_High,MonthlyChargeCategory_Low,MonthlyChargeCategory_Medium,TenureGroup_Growing Customer,TenureGroup_Long-term Customer,TenureGroup_New Customer,TenureGroup_Premium Customer,Contract_Month-to-month,Contract_One year,Contract_Two year,InternetService_DSL,InternetService_Fiber optic,InternetService_No,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes
1,0,1,0,1.0,1,2,1,1.7345274582544672,0.9895910095799558,0,119.36666666666666,8,1,1,9.05898245541934,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,0,0,1,0.3472222222222222,0,1,1,-0.801374763999037,0.11175271739130435,0,38.821999999999996,2,1,0,6.878892734297036,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
1,0,1,1,0.9583333333333333,1,2,1,1.6481140142458286,0.8826685703758291,0,111.09855072463769,8,1,1,8.944654597396298,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1,0,1,1,0.736111111111111,1,2,0,0.16412929309748078,0.4244254329403096,0,69.54811320754717,5,1,1,8.212581959303028,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
0,0,0,0,0.16666666666666666,1,0,0,1.0216165451832002,0.12840249631540165,1,92.92916666666667,4,0,1,7.01764054251138,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
1,0,0,0,0.3611111111111111,1,0,1,1.1263097561936661,0.29211956521739135,0,97.57692307692308,5,0,1,7.839131648274333,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
1,0,0,0,0.29166666666666663,1,0,0,-0.10342002392926519,0.16046425939572587,0,66.36190476190475,3,0,0,7.24036291478691,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0,0,0,1,0.013888888888888888,1,0,1,0.8172155141627669,0.010288089535740605,0,89.35,3,0,1,4.503691017038237,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
1,0,0,0,0.6666666666666666,1,2,1,1.0182929511828682,0.511848286661754,0,92.61041666666667,5,0,1,8.399827568630979,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
0,0,1,0,0.3611111111111111,0,1,0,-0.9758634490164798,0.11267962417096539,0,37.63846153846154,2,1,0,6.887144325078013,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
1,0,1,0,0.8333333333333333,1,0,0,-1.4893587220678117,0.14486804532056008,0,20.96916666666667,1,0,0,7.138192169123812,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,0,0,0.25,1,0,0,-1.5126238800701375,0.038152864775239506,0,18.408333333333335,1,0,0,5.806188630487591,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,1,0,0,0.1388888888888889,0,1,1,-1.166970104035584,0.03355287398673545,1,29.139999999999997,1,0,0,5.678122727875623,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,0,1,1,0.06944444444444445,1,2,1,0.6560212051466532,0.052246453574060436,1,90.75,4,0,1,6.119747817398232,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
0,0,0,1,0.05555555555555555,1,0,1,-1.4744025490663168,0.009758428518791454,0,21.1875,1,0,0,4.45143608604605,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,1,1,0.9027777777777777,1,2,0,-1.329826210051864,0.1974829587324982,0,26.386153846153846,2,1,0,7.447809553408257,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,1,1,0.9722222222222222,1,2,0,-1.3098846460498705,0.19748871591746503,0,24.502142857142857,2,0,0,7.447838688815063,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,0,0,0.25,1,2,1,0.8620840331672525,0.18391327376565958,1,88.73611111111111,4,1,1,7.376664559646836,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
1,0,0,1,0.861111111111111,1,0,0,-1.4876969250676457,0.14394113854089904,0,20.16290322580645,1,1,0,7.131778443323355,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,1,1,0.9166666666666666,1,0,1,-0.16656830993557784,0.4602063375092116,0,60.55757575757576,3,0,0,8.293499488796547,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0
0,0,1,1,0.9027777777777777,1,2,1,0.5895493251400082,0.6004859064112013,0,80.2323076923077,7,1,1,8.559505275201854,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,1,0,0,0.041666666666666664,1,0,1,0.18407085709947407,0.02711634119380988,1,78.5,1,0,1,5.465948207931988,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,0,0,0.4722222222222222,1,0,0,-1.4760643460664828,0.07751473839351512,0,19.8,1,0,0,6.51352680279996,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,1,1,0.2222222222222222,1,2,1,0.8654076271675846,0.16606024318349302,0,90.1375,4,1,1,7.274618149308359,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
0,0,0,0,0.75,1,2,1,1.302460238211275,0.6493010777450259,1,104.42685185185185,6,1,1,8.637648209701036,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
0,1,0,0,0.6944444444444444,1,2,1,1.3356961782145975,0.6013206982313929,0,104.447,6,0,1,8.560894237487332,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
1,0,1,0,0.986111111111111,1,0,1,1.3456669602155942,0.8395990696389095,0,102.70070422535211,6,0,1,8.894635982950636,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
0,0,0,0,0.1388888888888889,1,2,1,0.3319707901142591,0.09207465917464998,1,79.965,2,0,1,6.6854238977684854,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,0,0,0.013888888888888888,1,0,1,-0.46402997296531395,0.0058492999263080325,1,50.8,2,0,0,3.9473901492654373,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,0,0,0,0.25,1,2,0,-1.3630621500551865,0.048878500368459844,0,23.583333333333332,2,0,0,6.053264948013429,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,0,0,0.05555555555555555,1,0,1,-0.1150526029304281,0.028716838614591015,0,62.35,3,0,0,5.523059639225943,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
0,0,1,1,0.8055555555555555,1,2,0,0.36686852711774764,0.5084457903463523,0,76.13362068965517,6,0,1,8.39315941049279,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
0,0,1,0,0.7777777777777777,1,2,1,1.1047063951915064,0.6068763817243922,0,94.11785714285715,5,0,1,8.570089200769734,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
1,0,0,0,0.027777777777777776,1,0,1,0.5147684601325326,0.01664402173913044,1,72.275,2,0,1,4.980519670191632,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
1,0,1,0,0.4444444444444444,1,2,1,0.46989994112804756,0.28186601879145173,1,76.4984375,3,0,1,7.803414640247219,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,1,1,0.7777777777777777,0,1,1,-0.42414684496132693,0.3321780582166544,0,51.51607142857143,4,0,0,7.96759208869884,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
1,0,0,0,0.5,1,2,1,0.6643301901474837,0.35120555453205604,1,84.72638888888889,3,0,1,8.023273847716606,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0,0,0,0,0.05555555555555555,1,2,1,-0.012021188920128179,0.029131355932203395,0,63.25,4,0,0,5.537334267018537,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
1,0,0,0,0.736111111111111,1,2,0,0.6875953481498096,0.5201328758290347,1,85.23113207547169,3,1,1,8.415880029715748,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,0.1388888888888889,1,0,1,-0.6302096729819263,0.05022568165070008,0,43.62,1,1,0,6.080390756302384,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,0.05555555555555555,0,1,0,-1.1387195550327598,0.013633014001473842,0,29.6,1,0,0,4.782479200958502,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1,0,1,1,0.013888888888888888,1,0,0,-1.491020519067978,0.0022913596168017687,1,19.9,1,0,0,3.039749158970765,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,1,0,0.7083333333333333,1,0,0,0.14584952609565352,0.4202284450994842,0,71.56078431372549,1,0,1,8.202646816628684,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,1,0,0,0.16666666666666666,1,2,1,1.1528985081963241,0.1381897107590273,1,100.0125,5,0,1,7.091034710201204,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
0,0,0,0,0.08333333333333333,0,1,1,-0.5155456799704636,0.029430729550479002,0,42.6,3,0,0,5.547518452181536,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
1,0,1,1,0.875,0,1,0,-0.844581486003356,0.2757749170965365,0,38.01666666666667,3,1,0,7.7815768271311265,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
0,0,0,0,0.013888888888888888,1,0,1,0.19404163910047073,0.008129145173176124,1,70.6,1,0,1,4.2710950739666,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,0,0.6666666666666666,1,2,1,1.3406815692150957,0.5853387527634489,0,105.90729166666667,6,1,1,8.533961808991474,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
0,0,0,0,0.06944444444444445,1,0,1,0.5396954151350245,0.04485998526160649,1,77.92,2,1,1,5.967684018442578,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
0,0,0,1,0.4861111111111111,1,0,1,-1.4843733310673135,0.07421011422254975,0,18.414285714285715,1,1,0,6.470025210286697,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,0,0,0.08333333333333333,1,0,1,0.6676537841478158,0.060277726602800306,1,87.25,3,0,1,6.262445427836352,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
1,0,0,0,0.027777777777777776,1,0,0,-1.4960059100684764,0.004525147383935151,0,19.65,1,0,0,3.696351468952637,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0,0.6944444444444444,1,0,0,-1.4960059100684764,0.11388287582903464,0,19.781,1,1,0,6.897755446903804,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0,0.4583333333333333,1,0,1,0.1873944510998066,0.27704725497420785,0,72.9121212121212,1,1,1,7.786177982412396,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,0.4305555555555555,1,0,0,-1.4727407520661506,0.07352500921149595,0,20.598387096774193,1,0,0,6.460764804045402,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,1,1,0.125,1,0,0,-1.4760643460664828,0.022003960943257187,0,21.233333333333334,1,0,0,5.258016069774511,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,1,1,0.75,1,2,1,0.7125223031523015,0.5209158529845248,0,83.77870370370371,7,0,1,8.417383905796736,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
0,0,0,0,0.6388888888888888,1,0,1,1.0266019361836989,0.5370532424465734,0,101.39565217391304,5,1,1,8.447885984816894,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
1,0,0,1,0.4722222222222222,1,2,1,1.2974748472107767,0.39964075165806934,0,102.08235294117648,6,0,1,8.15242847043445,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0
1,0,1,1,0.986111111111111,1,2,1,1.0781176431888486,0.7956775055268978,0,97.32816901408451,5,0,1,8.840913032207272,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
0,0,1,1,0.875,1,0,0,-0.04027173792295256,0.4622098378776714,0,63.717460317460315,5,0,0,8.297842438340723,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
0,0,0,0,0.7083333333333333,1,2,0,-1.3231790220511994,0.14830508474576273,0,25.254901960784313,2,1,0,7.161622002939187,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,1,0,0,0.3611111111111111,1,2,1,0.8105683261621028,0.2622570467943995,1,87.60192307692309,4,0,1,7.731338441321782,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
0,0,1,0,0.8888888888888888,1,0,1,1.1379423351948288,0.7341331982313929,0,99.621875,5,1,1,8.760421683113714,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
0,1,1,0,0.013888888888888888,0,1,1,-1.328164413051698,0.0028555637435519533,1,24.8,0,0,0,3.250374491927572,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,1,1,0,0.8472222222222222,1,2,1,0.6909189421501416,0.604705922991894,0,86.09426229508196,4,1,1,8.566507027969159,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
0,0,0,0,0.20833333333333331,1,0,1,0.9717626351782166,0.17334308216654387,0,100.36333333333333,4,1,1,7.317511168507457,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
1,0,0,0,0.8888888888888888,1,2,1,1.3589613362169235,0.794848470891673,1,107.8609375,6,1,1,8.83987071701526,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
0,0,0,0,0.25,1,2,1,-0.4806479429669752,0.10516074060427415,0,50.73888888888889,2,0,0,6.818158745170381,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,1,0.7916666666666666,1,0,1,1.0049985751815391,0.6374124907885041,0,97.11929824561403,4,0,1,8.619171995527653,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
1,0,1,1,0.19444444444444442,1,0,1,-0.11172900893009581,0.09390544399410465,0,58.253571428571426,4,1,0,6.705088147522752,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
1,1,0,0,0.25,1,2,1,0.5247392421335293,0.16254260316875463,0,78.42500000000001,3,1,1,7.253222652072605,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
0,1,1,0,1.0,1,2,0,0.45660556512671835,0.6450637896094327,0,77.80902777777777,3,1,1,8.63110206552402,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
1,0,1,0,0.9722222222222222,1,2,0,1.6464522172456624,0.9492792004421519,0,117.77571428571427,8,1,1,9.017398620020051,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
0,0,0,0,0.5277777777777778,1,0,0,-1.4860351280674797,0.08537905305821666,0,19.513157894736842,1,0,0,6.610022870676855,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1,0,1,1,0.9444444444444444,1,0,0,-0.07018408392594272,0.5038457995578483,0,64.35000000000001,5,1,0,8.384073142749616,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
1,0,0,0,0.18055555555555555,1,0,1,0.534710024134526,0.11614544952100223,1,77.5923076923077,2,0,1,6.917408536010275,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
1,1,1,0,0.9027777777777777,1,2,1,0.9285559131738974,0.6872236551215918,0,91.82153846153845,5,1,1,8.694401698823368,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
0,0,0,0,0.41666666666666663,1,2,0,1.1861344481996465,0.35658852247605016,0,103.23,5,0,1,8.038479741566233,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
1,0,1,0,0.7083333333333333,1,2,1,0.3469269631157543,0.449204357037583,0,76.49509803921569,5,1,1,8.269308588838523,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
0,0,0,0,0.4305555555555555,1,2,1,0.6643301901474837,0.3009165438467208,0,84.30322580645162,4,1,1,7.868789904665684,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
0,0,1,0,0.125,1,0,0,0.8205391081630994,0.09822908990420046,1,94.78888888888889,3,0,1,6.750048282952101,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
0,0,1,1,1.0,1,2,1,0.4898415051300408,0.6519090825350038,0,78.63472222222222,7,1,1,8.64165608925585,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
1,0,0,0,0.1388888888888889,1,2,1,0.2455573461056209,0.0914528831982314,1,79.425,4,1,1,6.678656530629254,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
0,0,0,0,0.5138888888888888,1,0,1,-1.4943441130683104,0.08003062822402358,0,18.785135135135135,1,0,0,6.545421496834576,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
0,0,0,0,0.027777777777777776,1,0,0,0.3868100911197414,0.01851510685335299,1,80.4,5,0,1,5.086361004624392,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
1,0,0,0,0.7638888888888888,1,0,1,1.2010906212011416,0.6392835759027267,0,100.94636363636364,5,0,1,8.622102605342976,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0
1,0,0,1,0.4583333333333333,1,2,1,1.0149693571825356,0.37711288688282985,0,99.2469696969697,5,1,1,8.09442423147053,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
0,0,1,1,0.6388888888888888,1,0,0,0.8703930181680831,0.4878177966101696,0,92.10000000000001,4,1,1,8.351752350230317,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
0,0,0,1,0.013888888888888888,1,0,0,-0.3410569949530208,0.006275331613854091,0,54.5,3,0,0,4.0163830207523885,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,1,0,0,0.2777777777777778,1,2,1,-0.10508182092943122,0.13521900331613854,1,58.717499999999994,3,0,0,7.069321254563527,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
1,0,1,0,0.125,1,0,1,0.50313588113137,0.08540208179808402,1,82.41111111111111,3,0,1,6.61029219467525,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
1,1,0,0,0.4444444444444444,1,2,1,1.04321990618536,0.3476476142225498,1,94.3515625,4,1,1,8.013094888399673,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
0,0,1,1,0.2638888888888889,1,0,1,-0.5039131009693008,0.11087186809137806,0,50.67894736842105,2,1,0,6.870987554789923,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,0,0.9722222222222222,1,2,0,0.017891157082861757,0.548055222918202,1,67.99642857142857,5,1,1,8.468160497838927,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0,0,0,1,0.8472222222222222,1,2,1,-1.3215172250510334,0.1725255619012528,0,24.563114754098358,2,1,0,7.312786959840947,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
